,categoria,titulo,href,fecha,title
6319,Política,Apra sin inscripción de listas parlamentarias en siete regiones: JNE declara infundada apelación,/peru/politica/apra-sin-inscripcion-de-listas-parlamentarias-en-siete-regiones-jne-declara-infundada-apelacion-nndc-noticia/,2021-01-14,Apra without registration of parliamentary lists in seven regions: JNE declares appeal unfounded
6320,Empresas,"Indecopi multó con más de S/ 218,000 a Laive y Braedt  por no informar ingredientes en productos  ",/economia/empresas/indecopi-multo-con-mas-de-s-218000-a-laive-y-braedt-por-no-informar-ingredientes-en-sus-productos-noticia/,2021-01-14,"Indecopi fined Laive and Braedt more than S/ 218,000 for not reporting ingredients in products"
6321,Política,George Forsyth rechaza dinero del Estado para publicidad electoral,/peru/politica/elecciones-2021-george-forsyth-rechaza-dinero-del-estado-para-publicidad-electoral-nndc-noticia/,2021-01-14,George Forsyth rejects state money for election advertising
6322,Economía,Riesgo país de Perú bajó dos puntos básicos y cerró en 1.10 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-dos-puntos-basicos-y-cerro-en-110-puntos-porcentuales-noticia/,2021-01-14,Peru's country risk fell two basic points and closed at 1.10 percentage points
6323,Política,Keiko Fujimori afirma que campaña será más difícil porque será encuentros “pequeños” y “sin dar aviso”,/peru/politica/keiko-fujimori-afirma-que-campana-sera-mas-dificil-porque-sera-encuentros-pequenos-y-sin-dar-aviso-nndc-noticia/,2021-01-14,"Keiko Fujimori affirms that the campaign will be more difficult because it will be ""small"" meetings and ""without giving notice"""
6324,Política,Elecciones 2021: Inscriben lista de candidatos al Parlamento Andino de Avanza País,/peru/politica/hernando-de-soto-elecciones-2021-inscriben-lista-de-candidatos-al-parlamento-andino-de-avanza-pais-nndc-noticia/,2021-01-14,Elections 2021: List of candidates for the Andean Parliament of Avanza País is registered
6325,Mercados,Bolsa de Valores de Lima concluye jornada del jueves con ganancias ,/economia/mercados/bvl-bolsa-de-valores-de-lima-concluye-jornada-del-jueves-con-ganancias-nndc-noticia/,2021-01-14,Lima Stock Exchange concludes Thursday with gains
6326,Economía,El 29% de centros de salud de Lima Metropolitana carece de cadena de frío para vacunas,/economia/el-29-de-hospitales-de-lima-metropolitana-carece-de-cadena-de-frio-para-vacunas-noticia/,2021-01-14,29% of health centers in Metropolitan Lima lack a cold chain for vaccines
6327,Economía,"Los viajes interprovinciales sí están permitidos a todas las regiones, afirma Mincetur",/economia/viajes-interprovinciales-si-estan-permitidos-a-todas-las-regiones-pese-a-segunda-ola-del-covid-19-afirma-mincetur-claudia-cornejo-coronavirus-nndc-noticia/,2021-01-14,"Interprovincial trips are allowed to all regions, says Mincetur"
6328,Política,Elecciones 2021: 21 partidos políticos programaron sus spots para la franja electoral,/peru/politica/onpe-elecciones-2021-21-partidos-politicos-programaron-sus-spots-para-la-franja-electoral-nndc-noticia/,2021-01-15,Elections 2021: 21 political parties scheduled their spots for the electoral time slot
6329,Mundo,Twitter alerta sobre “información engañosa” en publicación de Bolsonaro ,/mundo/coronavirus-en-brasil-twitter-alerta-sobre-informacion-enganosa-en-publicacion-de-jair-bolsonaro-covid-19-nndc-noticia/,2021-01-15,"Twitter warns about ""misleading information"" in Bolsonaro's publication"
6330,Política,Comisión Política del Apra decidió retirar candidatura presidencial de Nidia Vílchez ,/peru/politica/nidia-vilchez-comision-politica-del-apra-decidio-retirar-su-candidatura-presidencial-elecciones-2021-nndc-noticia/,2021-01-15,Political Commission of Apra decided to withdraw the presidential candidacy of Nidia Vílchez
6331,Economía,"Gremio de mypes advierte que eventual alza del ISC afectará a más de 400,000 bodegas ",/economia/impuesto-selectivo-al-consumo-gremio-de-mypes-advierte-que-eventual-alza-del-isc-afectara-a-mas-de-400000-bodegas-mef-nndc-noticia/,2021-01-15,"Mypes guild warns that an eventual rise in the ISC will affect more than 400,000 wineries"
6332,Mundo,EE.UU.: Donald Trump se despedirá de la presidencia en su club de Florida ,/mundo/estados-unidos-joe-biden-donald-trump-se-despedira-de-la-presidencia-en-su-club-de-florida-usa-nndc-noticia/,2021-01-15,USA: Donald Trump will bid farewell to the presidency at his Florida club
6333,Política,Podemos Perú presenta denuncia constitucional contra Premier y ministro de Economía por caso ONP,/peru/politica/devolucion-de-onp-congreso-presentan-denuncia-constitucional-contra-violeta-bermudez-y-ministro-de-economia-nndc-noticia/,2021-01-15,Podemos Peru files constitutional complaint against Premier and Minister of Economy for ONP case
6334,Mercados,Riesgo país de Perú subió dos puntos básicos ,/economia/mercados/riesgo-pais-de-peru-subio-dos-puntos-basicos-noticia/,2021-01-15,Peru's country risk rose two basis points
6335,Internacional,La India comienza mañana “la mayor campaña de vacunación del mundo” ,/mundo/internacional/la-india-comienza-manana-la-mayor-campana-de-vacunacion-del-mundo-noticia/,2021-01-15,"India begins tomorrow ""the largest vaccination campaign in the world"""
6336,Mercados,Bolsa de Valores de Lima despide la semana con resultados en rojo ,/economia/mercados/bvl-bolsa-de-valores-de-lima-despide-la-semana-con-resultados-en-rojo-nndc-noticia/,2021-01-15,Lima Stock Exchange says goodbye to the week with results in red
6337,Mundo,El coronavirus mata a más de dos millones de personas en el mundo,/mundo/el-coronavirus-mata-a-mas-de-dos-millones-de-personas-en-el-mundo-noticia/,2021-01-15,The coronavirus kills more than two million people in the world
6338,Mercados,Reporte del mercado de capitales al 15 de enero,/economia/mercados/reporte-del-mercado-de-capitales-al-15-de-enero-noticia/,2021-01-15,Capital market report as of January 15
6339,Política,José Luna Gálvez: detención domiciliaria fue confirmada en segunda instancia ,/peru/politica/jose-luna-galvez-poder-judicial-confirmo-detencion-domiciliaria-por-caso-los-gangsters-de-la-politica-podemos-peru-nndc-noticia/,2021-01-15,José Luna Gálvez: house arrest was confirmed in second instance
6340,Política,Declaran inadmisible apelación de UPP contra inscripción de plancha presidencial del Partido Morado,/peru/politica/elecciones-2021-declaran-inadmisible-apelacion-de-upp-contra-inscripcion-de-plancha-presidencial-del-partido-morado-jose-vega-antonio-nndc-noticia/,2021-01-16,They declare inadmissible appeal of UPP against registration of the presidential list of the Purple Party
6341,Política,Poder Judicial designó a nueva coordinadora del sistema especializado en crimen organizado,/peru/politica/poder-judicial-designo-a-nueva-coordinadora-del-sistema-especializado-en-crimen-organizado-miluska-cano-nndc-noticia/,2021-01-16,Judicial Power appointed a new coordinator of the system specialized in organized crime
6342,Política,Subcomisión de Acusaciones Constitucionales recibirá descargos de Tomás Gálvez este lunes ,/peru/politica/los-cuellos-blancos-del-puerto-congreso-subcomision-de-acusaciones-constitucionales-recibira-descargos-de-tomas-galvez-este-lunes-18-nndc-noticia/,2021-01-16,Subcommittee on Constitutional Accusations will receive defenses from Tomás Gálvez this Monday
6343,Mundo,"Preocupación mundial por las variantes del coronavirus de Reino Unido, Sudáfrica y Brasil",/mundo/coronavirus-preocupacion-en-el-mundo-por-las-variantes-del-virus-de-reino-unido-sudafrica-y-brasil-covid-19-nndc-noticia/,2021-01-16,"Global concern over coronavirus variants from the UK, South Africa and Brazil"
6344,Política,Bancada de APP en contra de que se promueva una interpelación contra el ministro José Elice,/peru/politica/bancada-de-app-en-contra-de-que-se-promueva-una-interpelacion-contra-el-ministro-jose-elice-congreso-de-la-republica-nndc-noticia/,2021-01-16,APP bench against promoting an interpellation against Minister José Elice
6345,Mundo,"Presidente de Sinopharm destaca cualidades de su vacuna: segura, eficaz y amigable",/mundo/covid-19-liu-jingzhen-sinopharm-presidente-y-las-cualidades-de-su-vacuna-segura-eficaz-y-amigable-para-los-paises-peru-nndc-noticia/,2021-01-16,"President of Sinopharm highlights qualities of his vaccine: safe, effective and friendly"
6346,Política,Nuevo vocero de Acción Popular: Hay una obligación de buscar un acercamiento con Yonhy Lescano,/peru/politica/nuevo-vocero-de-accion-popular-hay-una-obligacion-de-buscar-un-acercamiento-con-yonhy-lescano-franco-salinas-nndc-noticia/,2021-01-16,New spokesperson for Acción Popular: There is an obligation to seek rapprochement with Yonhy Lescano
6347,Mundo,Coronavirus en Argentina: Llega el avión de Rusia con la segunda remesa de la Sputnik V  ,/mundo/coronavirus-en-argentina-llega-el-avion-de-rusia-con-la-segunda-remesa-de-la-sputnik-v-fotos-nndc-noticia/,2021-01-16,Coronavirus in Argentina: The plane from Russia arrives with the second batch of Sputnik V
6348,Política,Victoria Nacional señala que cuenta con “pocos aportes” pese a que Forsyth renunció a fondos publicitarios  ,/peru/politica/victoria-nacional-senala-que-cuenta-con-pocos-aportes-pese-a-que-forsyth-renuncio-a-fondos-publicitarios-elecciones-2021-nndc-noticia/,2021-01-16,"Victoria Nacional points out that it has ""few contributions"" despite the fact that Forsyth renounced advertising funds"
6349,Economía,Delivery de restaurantes sí está permitido en inmovilización social obligatoria,/economia/servicio-de-delivery-de-restaurantes-esta-permitido-en-horas-de-inmovilizacion-social-aseguro-produce-covid-19-coronavirus-peru-segunda-ola-nndc-noticia/,2021-01-16,Restaurant delivery is allowed in mandatory social immobilization
6350,Política,ONPE recibirá hasta hoy información financiera de partidos políticos del año 2019,/peru/politica/onpe-recibira-hasta-hoy-informacion-financiera-de-partidos-politicos-del-ano-2019-nndc-noticia/,2021-01-16,ONPE will receive until today financial information from political parties for the year 2019
6351,Política,Vizcarra y los otros candidatos que fueron excluidos por omitir información en sus hojas de vida,/peru/politica/martin-vizcarra-y-otros-candidatos-que-fueron-excluidos-por-omitir-informacion-en-sus-hojas-de-vida-elecciones-2021-nndc-noticia/,2021-01-16,Vizcarra and the other candidates who were excluded for omitting information on their resumes
6352,Política,COVID-19: Minsa reporta más de 100 decesos por coronavirus por segundo día consecutivo,/peru/politica/covid-19-minsa-reporta-mas-de-100-decesos-por-coronavirus-por-segundo-dia-consecutivo-nndc-noticia/,2021-01-17,COVID-19: Minsa reports more than 100 deaths from coronavirus for the second consecutive day
6353,Política,Jorge Nieto: “Keiko Fujimori tuvo un rol importante en la confrontación política del país”,/peru/politica/jorge-nieto-keiko-fujimori-tuvo-un-rol-importante-en-la-confrontacion-politica-del-pais-elecciones-2021-nndc-noticia/,2021-01-17,"Jorge Nieto: ""Keiko Fujimori played an important role in the country's political confrontation"""
6354,Política,"Keiko Fujimori solo participará en debates organizados por el JNE, no por un candidato",/peru/politica/keiko-fujimori-solo-participara-en-debates-organizados-por-el-jne-no-por-un-candidato-elecciones-2021-nndc-noticia/,2021-01-17,"Keiko Fujimori will only participate in debates organized by the JNE, not by a candidate"
6355,Política,Keiko Fujimori sobre crisis política: “Somos muchos los que hemos tenido responsabilidad”,/peru/politica/keiko-fujimori-sobre-crisis-politica-somos-muchos-los-politicos-que-hemos-tenido-responsabilidad-nndc-noticia/,2021-01-17,"Keiko Fujimori on political crisis: ""There are many of us who have had responsibility"""
6356,Política,JEE Lima Centro 1 excluye a candidata de Podemos Perú al Parlamento Andino,/peru/politica/elecciones-2021-jee-lima-centro-1-excluye-a-candidata-de-podemos-peru-al-parlamento-andino-nndc-noticia/,2021-01-17,JEE Lima Centro 1 excludes a candidate from Podemos Peru to the Andean Parliament
6357,Política,Elecciones 2021: JNE deja fuera de carrera a Fernando Olivera,/peru/politica/elecciones-2021-jne-declara-infundada-apelacion-del-frente-de-la-esperanza-2021-y-desestima-plancha-presidencial-fernando-olivera-nndc-noticia/,2021-01-17,Elections 2021: JNE leaves Fernando Olivera out of the race
6358,Mundo,Serbia recibió un millón de vacunas chinas Sinopharm,/mundo/serbia-recibio-un-millon-de-vacunas-chinas-sinopharm-noticia/,2021-01-17,Serbia received one million Chinese vaccines Sinopharm
6359,Empresas,Los 4 sectores clave que proyectaron una mayor disminución de sus ingresos por la pandemia,/economia/empresas/los-4-principales-sectores-que-proyectaron-una-mayor-disminucion-de-sus-ingresos-por-la-pandemia-noticia/,2021-01-17,The 4 key sectors that projected a greater decrease in their income due to the pandemic
6360,Empresas,"Fintech B89 proyecta cerrar el año con 70,000 tarjetas con crédito activas",/economia/empresas/fintech-b89-proyecta-cerrar-el-ano-con-70000-tarjetas-con-credito-activas-inclusion-financiera-prestamos-noticia/,2021-01-17,"Fintech B89 projects to close the year with 70,000 active credit cards"
6361,Política,Elecciones 2021: Julio Guzmán inicia su campaña virtual “Hablemos Perú” este sábado 23,/peru/politica/elecciones-2021-julio-guzman-inicia-su-campana-virtual-hablemos-peru-este-sabado-23-nndc-noticia/,2021-01-17,"Elections 2021: Julio Guzmán starts his virtual campaign ""Let's talk Peru"" this Saturday 23"
6362,Economía,"Netflix, Disney y otras plataformas pueden generar hasta US$ 44 millones al año en impuestos",/economia/netflix-disney-y-otras-plataformas-pueden-generar-hasta-us-44-millones-al-ano-en-impuestos-noticia/,2021-01-17,"Netflix, Disney and other platforms can generate up to $44 million a year in taxes"
6363,Internacional,Bélgica plantea cambiar la ley laboral para que trabajadores puedan vacunarse,/mundo/internacional/belgica-plantea-cambiar-la-ley-laboral-para-que-trabajadores-puedan-vacunarse-noticia/,2021-01-17,Belgium plans to change the labor law so that workers can be vaccinated
6364,Política,César Acuña pide fortalecer de manera urgente el primer nivel de atención médica,/peru/politica/elecciones-2021-cesar-acuna-pide-fortalecer-de-manera-urgente-el-primer-nivel-de-atencion-medica-nndc-noticia/,2021-01-17,César Acuña calls for urgently strengthening the first level of medical care
6365,Economía,"Subida del precio del balón de gas es estacional, según la Sociedad Peruana de Hidrocarburos",/economia/subida-del-precio-del-balon-de-gas-es-estacional-segun-la-sociedad-peruana-de-hidrocarburos-noticia/,2021-01-17,"Rise in the price of the gas balloon is seasonal, according to the Peruvian Hydrocarbons Society"
6366,Economía,Ministerio de Trabajo pide permitir salida de trabajadores con anticipación para cumplir toque de queda,/economia/ministerio-de-trabajo-pide-permitir-salida-de-trabajadores-con-anticipacion-para-cumplir-toque-de-queda-nndc-noticia/,2021-01-17,Ministry of Labor asks to allow workers to leave in advance to comply with curfew
6367,Mundo,Brasil aprueba uso de emergencia de primeras vacunas contra COVID-19 ,/mundo/brasil-aprueba-uso-de-emergencia-de-primeras-vacunas-contra-covid-19-noticia/,2021-01-17,Brazil approves emergency use of first vaccines against COVID-19
6368,Economía,Conozca los 22 principales proyectos de inversión pública en la mirada del MEF,/economia/conozca-los-22-principales-proyectos-de-inversion-publica-en-la-mirada-del-mef-noticia/,2021-01-17,Learn about the 22 main public investment projects in the eyes of the MEF
6369,Economía,Vacunas COVID: ¿cómo va el pago para el primer lote de Sinopharm según las cuentas públicas?,/economia/vacunas-covid-como-va-el-pago-para-el-primer-lote-de-sinopharm-segun-las-cuentas-publicas-noticia/,2021-01-17,COVID vaccines: how is the payment going for the first batch of Sinopharm according to public accounts?
6370,Economía,"Recaudación por IGV revierte caídas y crece 7% en diciembre del 2020, según BCR",/economia/recaudacion-por-igv-revierte-caidas-y-crece-7-en-diciembre-del-2020-segun-bcr-noticia/,2021-01-17,"VAT collection reverses falls and grows 7% in December 2020, according to BCR"
6371,Política,Salaverry: Keiko Fujimori está a favor del indulto de su padre por “cálculo político”,/peru/politica/daniel-salaverry-keiko-fujimori-esta-a-favor-del-indulto-de-su-padre-por-calculo-politico-nndc-noticia/,2021-01-18,"Salaverry: Keiko Fujimori is in favor of her father's pardon for ""political calculation"""
6372,Política,Urresti pide a candidatos a firmar acta de compromiso para no indultar a Alberto Fujimori,/peru/politica/daniel-urresti-pide-a-candidatos-presidenciales-firmar-acta-de-compromiso-para-no-indultar-a-alberto-fujimori-nndc-noticia/,2021-01-18,Urresti asks candidates to sign an act of commitment not to pardon Alberto Fujimori
6373,Economía,"Economía peruana cerraría en azul en primer trimestre, tras un año a la baja, prevé Scotiabank",/economia/economia-peruana-coronavirus-pbi-cerraria-en-azul-en-primer-trimestre-luego-de-un-ano-a-la-baja-preve-scotiabank-nndc-noticia/,2021-01-18,"Peruvian economy would close in blue in the first quarter, after a year in decline, forecasts Scotiabank"
6374,Mundo,Con 41 millones de casos y un millón de muertos América pide vacunación justa,/mundo/con-41-millones-de-casos-y-un-millon-de-muertos-america-pide-vacunacion-justa-noticia/,2021-01-18,"With 41 million cases and one million deaths, America calls for fair vaccination"
6375,Mundo,Venezuela ordena aprehensión contra miembro de junta administradora de Citgo designado por oposición,/mundo/venezuela-ordena-aprehension-contra-miembro-de-junta-administradora-de-citgo-designado-por-oposicion-noticia/,2021-01-18,Venezuela Orders Arrest of Citgo Board Member Appointed by Opposition
6376,Economía,Minem amplía entrega de vales FISE para el Programa de Complementación Alimentaria (PCA) y Qali Warma,/economia/minem-amplia-entrega-de-vales-fise-para-el-programa-de-complementacion-alimentaria-pca-y-qali-warma-nndc-noticia/,2021-01-18,Minem extends delivery of FISE vouchers for the Food Complementation Program (PCA) and Qali Warma
6377,Mundo,Bruselas pide a los países reformas ambiciosas a cambio de ayudas posCOVID,/mundo/bruselas-pide-a-los-paises-reformas-ambiciosas-a-cambio-de-ayudas-poscovid-noticia/,2021-01-18,Brussels asks countries for ambitious reforms in exchange for post-COVID aid
6378,Economía,Mincetur prevé recuperación de exportaciones peruanas en 2021,/economia/mincetur-preve-recuperacion-de-exportaciones-peruanas-en-2021-nndc-noticia/,2021-01-18,Mincetur foresees recovery of Peruvian exports in 2021
6379,Mundo,Variante sudafricana de COVID se expande un 50% más rápido pero no es más grave,/mundo/variante-sudafricana-de-covid-se-expande-un-50-mas-rapido-pero-no-es-mas-grave-noticia/,2021-01-18,South African variant of COVID spreads 50% faster but not more severe
6380,Economía,Facturación electrónica: Conozca cinco beneficios si ha sido designado como emisor desde este año,/economia/facturacion-electronica-conozca-cinco-beneficios-si-ha-sido-designado-como-emisor-desde-este-ano-nndc-noticia/,2021-01-18,Electronic billing: Learn about five benefits if you have been designated as an issuer since this year
6381,Mundo,Infección previa de COVID podría ofrecer menor protección ante variante de Sudáfrica,/mundo/infeccion-previa-de-covid-podria-ofrecer-menor-proteccion-ante-variante-de-sudafrica-noticia/,2021-01-18,Previous COVID infection may offer less protection against South African variant
6382,Mercados,Tipo de cambio revierte pérdidas y cierra al alza ante fortaleza global del dólar,/economia/mercados/tipo-de-cambio-revierte-perdidas-y-cierra-al-alza-ante-fortaleza-global-del-dolar-nndc-noticia/,2021-01-18,Exchange rate reverses losses and closes higher due to global strength of the dollar
6383,Economía,Sunat atendió el 95% de los trámites aduaneros de manera virtual en el 2020,/economia/sunat-atendio-el-95-de-los-tramites-aduaneros-de-manera-virtual-en-el-2020-noticia/,2021-01-18,Sunat handled 95% of customs procedures virtually in 2020
6384,Mundo,"Inmunidad contra el COVID-19 puede ser superior a seis meses, según estudio",/mundo/inmunidad-contra-el-covid-19-puede-ser-superior-a-seis-meses-segun-estudio-noticia/,2021-01-18,"Immunity against COVID-19 may be longer than six months, according to study"
6385,Mercados,Bolsa de Valores de Lima registra avances leves en la apertura sin la referencia de Wall Street,/economia/mercados/bvl-bolsa-de-valores-de-lima-registra-avances-leves-en-la-apertura-sin-la-referencia-de-wall-street-nndc-noticia/,2021-01-18,Lima Stock Exchange registers slight advances in the opening without the reference of Wall Street
6386,Política,Alejandro Toledo: Juez dejó sin efecto convocatoria a audiencia por Caso Interoceánica,/peru/politica/alejandro-toledo-poder-judicial-dejo-sin-efecto-convocatoria-a-audiencia-por-caso-interoceanica-nndc-noticia/,2021-01-19,Alejandro Toledo: Judge annuls the call for a hearing for the Interoceanic Case
6387,Política,Ministro Elice dice que le “tiene sin cuidado” moción de censura en su contra en el Congreso,/peru/politica/jose-elice-ministro-de-interior-sobre-mocion-de-censura-en-su-contra-en-el-congreso-me-tiene-sin-cuidado-nndc-noticia/,2021-01-19,"Minister Elice says that she ""doesn't care"" about the motion of censure against her in Congress"
6388,Política,"COVID-19: Minsa reporta 4,412 contagios más y el número acumulado llega a 1′073,214",/peru/politica/coronavirus-peru-covid-19-minsa-reporta-4412-contagios-mas-y-el-numero-acumulado-llega-a-1073214-segunda-ola-nndc-noticia/,2021-01-19,"COVID-19: Minsa reports 4,412 more infections and the accumulated number reaches 1,073,214"
6389,Política,Elecciones 2021: Conceden apelación contra resolución que declaró infundada tacha contra Vizcarra,/peru/politica/martin-vizcarra-elecciones-2021-conceden-apelacion-contra-resolucion-que-declaro-infundada-tacha-contra-expresidente-nndc-noticia/,2021-01-19,Elections 2021: They grant an appeal against the resolution that declared the blemish against Vizcarra unfounded
6390,Empresas,Glovo anuncia que cambiará de nombre a PedidosYa,/economia/empresas/glovo-anuncia-que-pronto-cambiara-de-nombre-a-pedidosya-nndc-noticia/,2021-01-19,Glovo announces that it will change its name to OrdensYa
6391,Política,ONPE: Sorteo de miembros de mesa será el 29 de enero y lista se publicará el 15 de febrero,/peru/politica/onpe-soy-miembro-de-mesa-elecciones-2021-sorteo-de-miembros-de-mesa-sera-el-29-de-enero-y-15-de-febrero-se-publicara-lista-final-nndc-noticia/,2021-01-19,ONPE: Table members draw will be on January 29 and list will be published on February 15
6392,Política,PJ ordenó que fiscal no use frase “Los gángsters de la política” en investigación contra José Luna,/peru/politica/jose-luna-galvez-poder-judicial-ordeno-que-fiscal-deje-de-utilizar-frase-los-gangsters-de-la-politica-en-investigacion-nndc-noticia/,2021-01-19,"PJ ordered that the prosecutor not use the phrase ""Gangsters of politics"" in the investigation against José Luna"
6393,Empresas,Mibanco recibe aporte de S/ 400 millones de sus accionistas,/economia/empresas/mibanco-recibe-aporte-de-s-400-millones-de-sus-accionistas-nndc-noticia/,2021-01-19,Mibanco receives a contribution of S/ 400 million from its shareholders
6394,Economía,Riesgo país de Perú cerró sin variación en 1.12 puntos porcentuales,/economia/riesgo-pais-de-peru-cerro-sin-variacion-en-112-puntos-porcentuales-noticia/,2021-01-19,Country risk of Peru closed unchanged at 1.12 percentage points
6395,Política,Vocero de Acción Popular sobre indulto a Fujimori: “No responde a necesidades de los peruanos”,/peru/politica/alberto-fujimori-congreso-vocero-de-accion-popular-sobre-indulto-no-responde-a-necesidades-actuales-de-peruanos-nndc-noticia/,2021-01-19,"Popular Action spokesperson on Fujimori's pardon: ""It does not respond to the needs of Peruvians"""
6396,Política,Congreso: Mesa Directiva pide a legisladores respetar neutralidad en semana de representación,/peru/politica/elecciones-2021-congreso-mesa-directiva-pide-a-legisladores-respetar-neutralidad-en-semana-de-representacion-nndc-noticia/,2021-01-19,Congress: Board of Directors asks legislators to respect neutrality in week of representation
6397,Mercados,BVL cerró al alza tras discurso de Janet Yellen en Senado de Estados Unidos,/economia/mercados/bvl-cerro-al-alza-tras-discurso-de-janet-yellen-en-senado-de-estados-unidos-nndc-noticia/,2021-01-19,BVL closed higher after Janet Yellen's speech in the United States Senate
6398,Política,Acuña señala que intervención policial en local de Piura por aglomeración fue “una orden de Lima”,/peru/politica/cesar-acuna-senala-que-intervencion-policial-en-local-de-piura-fue-una-orden-de-lima-nndc-noticia/,2021-01-19,"Acuña points out that police intervention in a local Piura due to crowding was ""an order from Lima"""
6399,Economía,LatinFocus: 13 de 32 analistas prevén crecimiento de dos dígitos para economía peruana este año,/economia/latinfocus-13-de-32-analistas-preven-crecimiento-de-dos-digitos-para-economia-peruana-este-ano-noticia/,2021-01-19,LatinFocus: 13 of 32 analysts forecast double-digit growth for the Peruvian economy this year
6400,Economía,Inacal estableció nuevos requisitos de calidad para operación de mipymes,/economia/inacal-establecio-requisitos-de-calidad-para-operacion-de-mipymes-nndc-noticia/,2021-01-19,Inacal established new quality requirements for the operation of MSMEs
6401,Política,Keiko Fujimori: “hubo un espíritu de esperanza” con la presidencia Martín Vizcarra tras la renuncia de PPK,/peru/politica/keiko-fujimori-hubo-un-espiritu-de-esperanza-con-la-presidencia-martin-vizcarra-tras-la-renuncia-de-ppk-elecciones-2021-nndc-noticia/,2021-01-20,"Keiko Fujimori: ""there was a spirit of hope"" with the presidency Martín Vizcarra after the resignation of PPK"
6402,Política,Ahora Ollanta Humala dice que propuso adelantar las elecciones 2021 al presidente Sagasti,/peru/politica/ollanta-humala-mi-propuesta-fue-que-el-presidente-francisco-sagasti-adelante-las-elecciones-2021-nndc-noticia/,2021-01-20,Now Ollanta Humala says that he proposed to advance the 2021 elections to President Sagasti
6403,Empresas,"SNI dará su receta de reactivación económica a partidos políticos, de cara a elecciones",/economia/empresas/sni-dara-su-receta-de-reactivacion-economica-a-partidos-politicos-de-cara-a-elecciones-nndc-noticia/,2021-01-20,"SNI will give its recipe for economic reactivation to political parties, ahead of elections"
6404,Política,César Villanueva: PJ declara improcedente garantía de inmueble para pagar caución de S/100 mil,/peru/politica/cesar-villanueva-poder-judicial-declara-improcedente-garantia-de-inmueble-para-pagar-caucion-de-100-mil-soles-caso-odebrecht-nndc-noticia/,2021-01-20,César Villanueva: PJ declares property guarantee inadmissible to pay security of S / 100 thousand
6405,Economía,Riesgo país de Perú cerró sin variación en 1.12 puntos porcentuales,/economia/riesgo-pais-de-peru-cerro-sin-variacion-en-112-puntos-porcentuales-noticia-2/,2021-01-20,Country risk of Peru closed unchanged at 1.12 percentage points
6406,Empresas,"Volcan reducirá deuda con recompra de bonos y nueva emisión, según CFO",/economia/empresas/volcan-reducira-deuda-con-recompra-de-bonos-y-nueva-emision-segun-cfo-noticia/,2021-01-20,"Volcan will reduce debt with bond repurchase and new issue, according to CFO"
6407,Economía,Gobierno espera que TC falle sobre devolución de ONP en las próximos semanas,/economia/violeta-bermudez-gobierno-espera-que-tc-falle-sobre-devolucion-de-onp-en-las-proximos-semanas-nndc-noticia/,2021-01-20,Government expects TC to rule on return of ONP in the coming weeks
6408,Mundo,Vacuna de Pfizer-BioNTech sería efectiva contra virus mutado ,/mundo/vacuna-de-pfizer-biontech-seria-efectiva-contra-virus-mutado-noticia/,2021-01-20,Pfizer-BioNTech vaccine would be effective against mutated virus
6409,Economía,Venta de productos de línea blanca creció 14% al cierre de 2020 por pandemia del COVID-19,/economia/venta-de-productos-de-linea-blanca-crecio-14-al-cierre-de-2020-por-pandemia-del-covid-19-nndc-noticia/,2021-01-20,Sales of white line products grew 14% at the end of 2020 due to the COVID-19 pandemic
6410,Política,Gobierno propuso a expresidente del TC César Landa como juez de la Corte IDH,/peru/politica/gobierno-propuso-a-expresidente-del-tc-cesar-landa-como-juez-de-la-corte-idh-nndc-noticia/,2021-01-20,Government proposed former president of the TC César Landa as judge of the Inter-American Court
6411,Empresas,De Jong Capital LLC adquirió el 100% de las operaciones petroleras de Savia Perú,/economia/empresas/de-jong-capital-llc-adquirio-el-100-de-las-operaciones-de-savia-peru-ecopetrol-knoc-hidrocaburos-noticia/,2021-01-20,De Jong Capital LLC acquired 100% of the oil operations of Savia Peru
6412,Política,"Se aprobó pago de S/ 120 para miembros de mesa de las Elecciones 2021, estas continuarán",/peru/politica/onpe-gobierno-aprobo-pago-de-120-soles-a-miembros-de-mesa-de-las-elecciones-generales-2021-violeta-bermudez-nndc-noticia/,2021-01-20,"Payment of S / 120 was approved for polling station members of the 2021 Elections, these will continue"
6413,Mundo,La pandemia colapsa nuevamente los sistemas y dispara las muertes en América,/mundo/la-pandemia-colapsa-nuevamente-los-sistemas-y-dispara-las-muertes-en-america-noticia/,2021-01-20,The pandemic collapses systems again and triggers deaths in America
6414,Economía,"Gobierno busca formalizar 2,600 mercados de abastos a través de Mesa Ejecutiva",/economia/gobierno-busca-formalizar-2600-mercados-de-abastos-a-traves-de-mesa-ejecutiva-nndc-noticia/,2021-01-21,"Government seeks to formalize 2,600 food markets through the Executive Board"
6415,Política,Corte Suprema reduce suspensión de Pedro Chávarry como fiscal supremo de 18 a 11 meses,/peru/politica/corte-suprema-reduce-suspension-de-pedro-chavarry-como-fiscal-supremo-de-18-a-11-meses-nndc-noticia/,2021-01-21,Supreme Court reduces suspension of Pedro Chávarry as supreme prosecutor from 18 to 11 months
6416,Política,Congreso deroga por insistencia decreto que establece medidas de recursos humanos en el sector público,/peru/politica/congreso-deroga-por-insistencia-decreto-que-establece-medidas-de-recursos-humanos-en-el-sector-publico-nndc-noticia/,2021-01-21,Congress repeals by insistence decree that establishes human resources measures in the public sector
